,former,,,,,,forecast,,,,,
Date,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
11/06/2017,6292.149902,6318.580078,6291.839844,6313.609863,6313.609863,2166470000,6314.689941,6328.580078,6299.529785,6320.779785,6320.779785,2205270000
11/07/2017,6314.689941,6328.580078,6299.529785,6320.779785,6320.779785,2205270000,6319.029785,6346.97998,6308.620117,6345.810059,6345.810059,2110990000
11/08/2017,6319.029785,6346.97998,6308.620117,6345.810059,6345.810059,2110990000,6295.290039,6315.160156,6248.290039,6312.209961,6312.209961,2235180000
11/09/2017,6295.290039,6315.160156,6248.290039,6312.209961,6312.209961,2235180000,6297.149902,6313.169922,6284.220215,6309.069824,6309.069824,1973970000
11/10/2017,6297.149902,6313.169922,6284.220215,6309.069824,6309.069824,1973970000,6286.009766,6325.180176,6285.970215,6316.180176,6316.180176,1973790000
11/13/2017,6286.009766,6325.180176,6285.970215,6316.180176,6316.180176,1973790000,6293.330078,6300.459961,6263.77002,6293.640137,6293.640137,1983830000
11/14/2017,6293.330078,6300.459961,6263.77002,6293.640137,6293.640137,1983830000,6261.27002,6276.799805,6227.990234,6258.359863,6258.359863,1908660000
11/15/2017,6261.27002,6276.799805,6227.990234,6258.359863,6258.359863,1908660000,6293.459961,6352.470215,6293.459961,6339.140137,6339.140137,2002920000
11/16/2017,6293.459961,6352.470215,6293.459961,6339.140137,6339.140137,2002920000,6343.640137,6345.560059,6308.47998,6314.509766,6314.509766,1988090000
11/17/2017,6343.640137,6345.560059,6308.47998,6314.509766,6314.509766,1988090000,6319.569824,6324.589844,6301.879883,6308.609863,6308.609863,1800880000
11/20/2017,6319.569824,6324.589844,6301.879883,6308.609863,6308.609863,1800880000,6336.910156,6380.069824,6336.259766,6378.629883,6378.629883,1883550000
11/21/2017,6336.910156,6380.069824,6336.259766,6378.629883,6378.629883,1883550000,6384.129883,6391.160156,6371.75,6386.120117,6386.120117,1588200000
11/22/2017,6384.129883,6391.160156,6371.75,6386.120117,6386.120117,1588200000,6393.330078,6410.77002,6389.399902,6409.290039,6409.290039,848520000
11/24/2017,6393.330078,6410.77002,6389.399902,6409.290039,6409.290039,848520000,6409.52002,6420.209961,6392.009766,6405.970215,6405.970215,1773400000
11/27/2017,6409.52002,6420.209961,6392.009766,6405.970215,6405.970215,1773400000,6419.47998,6426.040039,6385.319824,6422.560059,6422.560059,2000410000
11/28/2017,6419.47998,6426.040039,6385.319824,6422.560059,6422.560059,2000410000,6412.689941,6412.689941,6279.370117,6311.379883,6311.379883,2452860000
11/29/2017,6412.689941,6412.689941,6279.370117,6311.379883,6311.379883,2452860000,6337.339844,6374.189941,6321.430176,6365.560059,6365.560059,2458580000
11/30/2017,6337.339844,6374.189941,6321.430176,6365.560059,6365.560059,2458580000,6325.609863,6365.299805,6244.839844,6337.870117,6337.870117,2293570000
12/01/2017,6325.609863,6365.299805,6244.839844,6337.870117,6337.870117,2293570000,6380.680176,6380.77002,6256.810059,6263.700195,6263.700195,2426570000
12/04/2017,6380.680176,6380.77002,6256.810059,6263.700195,6263.700195,2426570000,6242.470215,6337.060059,6235.77002,6265.109863,6265.109863,2083540000
12/05/2017,6242.470215,6337.060059,6235.77002,6265.109863,6265.109863,2083540000,6243.720215,6304.100098,6234.220215,6293.049805,6293.049805,1891850000
12/06/2017,6243.720215,6304.100098,6234.220215,6293.049805,6293.049805,1891850000,6300.640137,6333.290039,6290.649902,6316.279785,6316.279785,1934120000
12/07/2017,6300.640137,6333.290039,6290.649902,6316.279785,6316.279785,1934120000,6364.600098,6377.549805,6335.22998,6344.569824,6344.569824,1806040000
12/08/2017,6364.600098,6377.549805,6335.22998,6344.569824,6344.569824,1806040000,6351.240234,6394.430176,6347.910156,6393.890137,6393.890137,1818970000
12/11/2017,6351.240234,6394.430176,6347.910156,6393.890137,6393.890137,1818970000,6389.470215,6403.5,6371.689941,6383.649902,6383.649902,1861560000
12/12/2017,6389.470215,6403.5,6371.689941,6383.649902,6383.649902,1861560000,6405.410156,6416.830078,6388.410156,6394.669922,6394.669922,1919560000
12/13/2017,6405.410156,6416.830078,6388.410156,6394.669922,6394.669922,1919560000,6407.259766,6423.680176,6386.25,6389.910156,6389.910156,1985200000
12/14/2017,6407.259766,6423.680176,6386.25,6389.910156,6389.910156,1985200000,6405.149902,6470.919922,6405.029785,6466.319824,6466.319824,3510420000
12/15/2017,6405.149902,6470.919922,6405.029785,6466.319824,6466.319824,3510420000,6504.890137,6522.700195,6495.180176,6513.27002,6513.27002,2144360000
12/18/2017,6504.890137,6522.700195,6495.180176,6513.27002,6513.27002,2144360000,6505.359863,6510.870117,6462.790039,6480.669922,6480.669922,2071060000
12/19/2017,6505.359863,6510.870117,6462.790039,6480.669922,6480.669922,2071060000,6504.549805,6504.549805,6447.930176,6472.47998,6472.47998,1874550000
12/20/2017,6504.549805,6504.549805,6447.930176,6472.47998,6472.47998,1874550000,6481.080078,6501.52002,6467.779785,6472.689941,6472.689941,1815620000
12/21/2017,6481.080078,6501.52002,6467.779785,6472.689941,6472.689941,1815620000,6462.549805,6467.830078,6449,6465.169922,6465.169922,1539250000
12/22/2017,6462.549805,6467.830078,6449,6465.169922,6465.169922,1539250000,6427.319824,6438.240234,6407.990234,6433.160156,6433.160156,1304340000
12/26/2017,6427.319824,6438.240234,6407.990234,6433.160156,6433.160156,1304340000,6437.060059,6448.939941,6425.919922,6435.149902,6435.149902,1409540000
12/27/2017,6437.060059,6448.939941,6425.919922,6435.149902,6435.149902,1409540000,6449.529785,6452.069824,6432.680176,6441.419922,6441.419922,1311320000
12/28/2017,6449.529785,6452.069824,6432.680176,6441.419922,6441.419922,1311320000,6439.910156,6442.529785,6396.419922,6396.419922,6396.419922,1571730000
12/29/2017,6439.910156,6442.529785,6396.419922,6396.419922,6396.419922,1571730000,6431.589844,6513.02002,6417.75,6511.339844,6511.339844,1914930000
1/02/2018,6431.589844,6513.02002,6417.75,6511.339844,6511.339844,1914930000,6520.029785,6579.25,6519.259766,6575.799805,6575.799805,2166780000
1/03/2018,6520.029785,6579.25,6519.259766,6575.799805,6575.799805,2166780000,6595.75,6603.169922,6576.919922,6584.580078,6584.580078,2098890000
1/04/2018,6595.75,6603.169922,6576.919922,6584.580078,6584.580078,2098890000,6613.129883,6654.97998,6605.029785,6653.290039,6653.290039,2020900000
1/05/2018,6613.129883,6654.97998,6605.029785,6653.290039,6653.290039,2020900000,6651.680176,6680.319824,6649.200195,6676.629883,6676.629883,2051430000
1/08/2018,6651.680176,6680.319824,6649.200195,6676.629883,6676.629883,2051430000,6692.870117,6696.120117,6658.27002,6677.939941,6677.939941,14250900000
1/09/2018,6692.870117,6696.120117,6658.27002,6677.939941,6677.939941,14250900000,6640.660156,6663.509766,6619.350098,6662.660156,6662.660156,2122740000
1/10/2018,6640.660156,6663.509766,6619.350098,6662.660156,6662.660156,2122740000,6675.689941,6708.490234,6664.740234,6708.490234,6708.490234,2009740000
1/11/2018,6675.689941,6708.490234,6664.740234,6708.490234,6708.490234,2009740000,6699.319824,6763.97998,6695.52002,6758.540039,6758.540039,1976200000
1/12/2018,6699.319824,6763.97998,6695.52002,6758.540039,6758.540039,1976200000,6807.850098,6835.790039,6719.109863,6737.140137,6737.140137,2377140000
1/16/2018,6807.850098,6835.790039,6719.109863,6737.140137,6737.140137,2377140000,6767.850098,6820.040039,6738.450195,6810.279785,6810.279785,2238070000
1/17/2018,6767.850098,6820.040039,6738.450195,6810.279785,6810.279785,2238070000,6804.589844,6826.790039,6784.720215,6811.379883,6811.379883,2026220000
1/18/2018,6804.589844,6826.790039,6784.720215,6811.379883,6811.379883,2026220000,6829.040039,6843.240234,6801.589844,6834.330078,6834.330078,1997270000
1/19/2018,6829.040039,6843.240234,6801.589844,6834.330078,6834.330078,1997270000,6829.549805,6906.279785,6822.850098,6906.279785,6906.279785,2106070000
1/22/2018,6829.549805,6906.279785,6822.850098,6906.279785,6906.279785,2106070000,6928.27002,6969.399902,6926.370117,6963.459961,6963.459961,2119840000
1/23/2018,6928.27002,6969.399902,6926.370117,6963.459961,6963.459961,2119840000,6975.379883,6992.910156,6880.680176,6919.350098,6919.350098,2277010000
1/24/2018,6975.379883,6992.910156,6880.680176,6919.350098,6919.350098,2277010000,6965.009766,6967.600098,6894.839844,6916.299805,6916.299805,2061450000
1/25/2018,6965.009766,6967.600098,6894.839844,6916.299805,6916.299805,2061450000,6956.660156,7022.970215,6941.47998,7022.970215,7022.970215,2059010000
1/26/2018,6956.660156,7022.970215,6941.47998,7022.970215,7022.970215,2059010000,7000.680176,7020.640137,6974.700195,6988.319824,6988.319824,2103380000
1/29/2018,7000.680176,7020.640137,6974.700195,6988.319824,6988.319824,2103380000,6910.390137,6958.790039,6894.629883,6930.72998,6930.72998,2163980000
1/30/2018,6910.390137,6958.790039,6894.629883,6930.72998,6930.72998,2163980000,6972.810059,6983.609863,6915.47998,6949.990234,6949.990234,2407540000
1/31/2018,6972.810059,6983.609863,6915.47998,6949.990234,6949.990234,2407540000,6910.569824,6970.77002,6879.02002,6901.5,6901.5,2291680000
2/01/2018,6910.569824,6970.77002,6879.02002,6901.5,6901.5,2291680000,6866.379883,6889.069824,6756.540039,6760.290039,6760.290039,2587770000
2/02/2018,6866.379883,6889.069824,6756.540039,6760.290039,6760.290039,2587770000,6687.470215,6807.959961,6495.390137,6495.919922,6495.919922,3106870000
2/05/2018,6687.470215,6807.959961,6495.390137,6495.919922,6495.919922,3106870000,6378.600098,6673.410156,6370.47998,6665.97998,6665.97998,3131030000
2/06/2018,6378.600098,6673.410156,6370.47998,6665.97998,6665.97998,3131030000,6632.97998,6716.25,6581.379883,6582.02002,6582.02002,2366970000
2/07/2018,6632.97998,6716.25,6581.379883,6582.02002,6582.02002,2366970000,6595.810059,6606.049805,6304.180176,6306.100098,6306.100098,2707700000
2/08/2018,6595.810059,6606.049805,6304.180176,6306.100098,6306.100098,2707700000,6395.160156,6453.430176,6164.430176,6412.680176,6412.680176,3155990000
2/09/2018,6395.160156,6453.430176,6164.430176,6412.680176,6412.680176,3155990000,6477.040039,6565.279785,6424.299805,6523.850098,6523.850098,2240420000
2/12/2018,6477.040039,6565.279785,6424.299805,6523.850098,6523.850098,2240420000,6482.77002,6567.620117,6478.410156,6553.859863,6553.859863,1816670000
2/13/2018,6482.77002,6567.620117,6478.410156,6553.859863,6553.859863,1816670000,6523.259766,6684.149902,6520.390137,6675.029785,6675.029785,2211460000
2/14/2018,6523.259766,6684.149902,6520.390137,6675.029785,6675.029785,2211460000,6734.339844,6795.919922,6665.919922,6794.919922,6794.919922,2110700000
2/15/2018,6734.339844,6795.919922,6665.919922,6794.919922,6794.919922,2110700000,6778.279785,6840.600098,6758.509766,6770.660156,6770.660156,2019830000
2/16/2018,6778.279785,6840.600098,6758.509766,6770.660156,6770.660156,2019830000,6742.149902,6838,6740.47998,6779.689941,6779.689941,1911170000
2/20/2018,6742.149902,6838,6740.47998,6779.689941,6779.689941,1911170000,6808.600098,6879.470215,6759.220215,6759.259766,6759.259766,1946010000
2/21/2018,6808.600098,6879.470215,6759.220215,6759.259766,6759.259766,1946010000,6793.080078,6826.009766,6744.049805,6761.850098,6761.850098,1911900000
2/22/2018,6793.080078,6826.009766,6744.049805,6761.850098,6761.850098,1911900000,6816.430176,6897.529785,6789.029785,6896.600098,6896.600098,1879460000
2/23/2018,6816.430176,6897.529785,6789.029785,6896.600098,6896.600098,1879460000,6933.819824,6989.359863,6927.459961,6989.100098,6989.100098,1866610000
2/26/2018,6933.819824,6989.359863,6927.459961,6989.100098,6989.100098,1866610000,6984.830078,7003.129883,6900.350098,6900.350098,6900.350098,2155850000
2/27/2018,6984.830078,7003.129883,6900.350098,6900.350098,6900.350098,2155850000,6945.200195,6964.160156,6854.419922,6854.419922,6854.419922,2373880000
2/28/2018,6945.200195,6964.160156,6854.419922,6854.419922,6854.419922,2373880000,6862.939941,6892.379883,6687.439941,6750.540039,6750.540039,2489040000
3/01/2018,6862.939941,6892.379883,6687.439941,6750.540039,6750.540039,2489040000,6661.910156,6820.370117,6645.029785,6811.040039,6811.040039,2287320000
3/02/2018,6661.910156,6820.370117,6645.029785,6811.040039,6811.040039,2287320000,6777.629883,6901.629883,6753.830078,6881.279785,6881.279785,2066350000
3/05/2018,6777.629883,6901.629883,6753.830078,6881.279785,6881.279785,2066350000,6919.790039,6937.029785,6872.060059,6913.02002,6913.02002,2112570000
3/06/2018,6919.790039,6937.029785,6872.060059,6913.02002,6913.02002,2112570000,6855.569824,6935.47998,6850.910156,6929.390137,6929.390137,2192230000
3/07/2018,6855.569824,6935.47998,6850.910156,6929.390137,6929.390137,2192230000,6955.850098,6971,6931.350098,6966.430176,6966.430176,2272110000
3/08/2018,6955.850098,6971,6931.350098,6966.430176,6966.430176,2272110000,7014.839844,7101.310059,7007.299805,7101.180176,7101.180176,2302930000
3/09/2018,7014.839844,7101.310059,7007.299805,7101.180176,7101.180176,2302930000,7122.470215,7156.25,7108.040039,7131.120117,7131.120117,2294440000
3/12/2018,7122.470215,7156.25,7108.040039,7131.120117,7131.120117,2294440000,7172.25,7186.089844,7025.830078,7046.509766,7046.509766,2448830000
3/13/2018,7172.25,7186.089844,7025.830078,7046.509766,7046.509766,2448830000,7077.850098,7084.069824,7012.569824,7040.97998,7040.97998,2104450000
3/14/2018,7077.850098,7084.069824,7012.569824,7040.97998,7040.97998,2104450000,7050.660156,7075.549805,7010.009766,7030.970215,7030.970215,1991570000
3/15/2018,7050.660156,7075.549805,7010.009766,7030.970215,7030.970215,1991570000,7058.120117,7061.669922,7011.689941,7019.950195,7019.950195,3046990000
3/16/2018,7058.120117,7061.669922,7011.689941,7019.950195,7019.950195,3046990000,6945.970215,6949.02002,6806.160156,6864.879883,6864.879883,2324430000
3/19/2018,6945.970215,6949.02002,6806.160156,6864.879883,6864.879883,2324430000,6871.089844,6902.22998,6845.850098,6885.919922,6885.919922,1967690000
3/20/2018,6871.089844,6902.22998,6845.850098,6885.919922,6885.919922,1967690000,6863.290039,6930.700195,6828.879883,6853.450195,6853.450195,1988390000
3/21/2018,6863.290039,6930.700195,6828.879883,6853.450195,6853.450195,1988390000,6763.939941,6809.939941,6679.350098,6682.259766,6682.259766,2347160000
3/22/2018,6763.939941,6809.939941,6679.350098,6682.259766,6682.259766,2347160000,6683.189941,6708.580078,6507.839844,6508.089844,6508.089844,2390410000
3/23/2018,6683.189941,6708.580078,6507.839844,6508.089844,6508.089844,2390410000,6644.399902,6760.649902,6538.790039,6753.830078,6753.830078,2326060000
3/26/2018,6644.399902,6760.649902,6538.790039,6753.830078,6753.830078,2326060000,6791.390137,6793.5,6479.560059,6529.839844,6529.839844,2325990000
3/27/2018,6791.390137,6793.5,6479.560059,6529.839844,6529.839844,2325990000,6488.02002,6559.879883,6410.040039,6460.810059,6460.810059,2518670000
3/28/2018,6488.02002,6559.879883,6410.040039,6460.810059,6460.810059,2518670000,6493.509766,6640.759766,6435.669922,6581.129883,6581.129883,2504500000
3/29/2018,6493.509766,6640.759766,6435.669922,6581.129883,6581.129883,2504500000,6528.22998,6560.959961,6322.600098,6390.839844,6390.839844,2394730000
4/02/2018,6528.22998,6560.959961,6322.600098,6390.839844,6390.839844,2394730000,6448.049805,6485.27002,6343.899902,6458.830078,6458.830078,2328510000
4/03/2018,6448.049805,6485.27002,6343.899902,6458.830078,6458.830078,2328510000,6326.540039,6578.560059,6326.540039,6560.060059,6560.060059,2254070000
4/04/2018,6326.540039,6578.560059,6326.540039,6560.060059,6560.060059,2254070000,6619.220215,6632.209961,6550.279785,6594.839844,6594.839844,2124660000
4/05/2018,6619.220215,6632.209961,6550.279785,6594.839844,6594.839844,2124660000,6514.47998,6587.359863,6402.029785,6433.209961,6433.209961,2350540000
4/06/2018,6514.47998,6587.359863,6402.029785,6433.209961,6433.209961,2350540000,6488.47998,6604.259766,6466.040039,6472.339844,6472.339844,2080900000
4/09/2018,6488.47998,6604.259766,6466.040039,6472.339844,6472.339844,2080900000,6585.529785,6639.970215,6534.890137,6615.870117,6615.870117,2238770000
4/10/2018,6585.529785,6639.970215,6534.890137,6615.870117,6615.870117,2238770000,6578.839844,6650.290039,6574.879883,6583.439941,6583.439941,1852120000
4/11/2018,6578.839844,6650.290039,6574.879883,6583.439941,6583.439941,1852120000,6627.319824,6682.689941,6618.810059,6656.259766,6656.259766,2021110000
4/12/2018,6627.319824,6682.689941,6618.810059,6656.259766,6656.259766,2021110000,6696.02002,6703.310059,6598.339844,6628.339844,6628.339844,1743640000
4/13/2018,6696.02002,6703.310059,6598.339844,6628.339844,6628.339844,1743640000,6675.919922,6699.759766,6633.080078,6675.180176,6675.180176,1795950000
4/16/2018,6675.919922,6699.759766,6633.080078,6675.180176,6675.180176,1795950000,6738.649902,6834.310059,6729.790039,6816.370117,6816.370117,1913230000
4/17/2018,6738.649902,6834.310059,6729.790039,6816.370117,6816.370117,1913230000,6824.580078,6856.959961,6788.319824,6833.209961,6833.209961,1893220000
4/18/2018,6824.580078,6856.959961,6788.319824,6833.209961,6833.209961,1893220000,6793.080078,6815.040039,6749.069824,6774.890137,6774.890137,1963950000
4/19/2018,6793.080078,6815.040039,6749.069824,6774.890137,6774.890137,1963950000,6754.680176,6757.680176,6642.830078,6667.75,6667.75,1921790000
4/20/2018,6754.680176,6757.680176,6642.830078,6667.75,6667.75,1921790000,6699.160156,6721.649902,6613.549805,6648.799805,6648.799805,1737370000
4/23/2018,6699.160156,6721.649902,6613.549805,6648.799805,6648.799805,1737370000,6680.879883,6688.890137,6464.740234,6509.049805,6509.049805,2149250000
4/24/2018,6680.879883,6688.890137,6464.740234,6509.049805,6509.049805,2149250000,6514.330078,6540.759766,6426.569824,6513.939941,6513.939941,2026690000
4/25/2018,6514.330078,6540.759766,6426.569824,6513.939941,6513.939941,2026690000,6606.609863,6673.649902,6579.120117,6649.649902,6649.649902,2127140000
4/26/2018,6606.609863,6673.649902,6579.120117,6649.649902,6649.649902,2127140000,6748.589844,6750.779785,6619.259766,6656.350098,6656.350098,2027530000
4/27/2018,6748.589844,6750.779785,6619.259766,6656.350098,6656.350098,2027530000,6669.439941,6712.5,6593.600098,6605.569824,6605.569824,1987020000
4/30/2018,6669.439941,6712.5,6593.600098,6605.569824,6605.569824,1987020000,6592.930176,6685.410156,6578.259766,6681.959961,6681.959961,1929110000
5/01/2018,6592.930176,6685.410156,6578.259766,6681.959961,6681.959961,1929110000,6694.52002,6715.959961,6637.959961,6644.47998,6644.47998,2144200000
5/02/2018,6694.52002,6715.959961,6637.959961,6644.47998,6644.47998,2144200000,6608.700195,6667.290039,6539.870117,6643.47998,6643.47998,2345740000
5/03/2018,6608.700195,6667.290039,6539.870117,6643.47998,6643.47998,2345740000,6618.700195,6783.359863,6612.390137,6769.120117,6769.120117,2022230000
5/04/2018,6618.700195,6783.359863,6612.390137,6769.120117,6769.120117,2022230000,6803.450195,6846.459961,6796.049805,6821.870117,6821.870117,1939980000
5/07/2018,6803.450195,6846.459961,6796.049805,6821.870117,6821.870117,1939980000,6813.910156,6830.870117,6770.299805,6815.47998,6815.47998,2054830000
5/08/2018,6813.910156,6830.870117,6770.299805,6815.47998,6815.47998,2054830000,6830.549805,6895.930176,6807.399902,6893.209961,6893.209961,2241480000
5/09/2018,6830.549805,6895.930176,6807.399902,6893.209961,6893.209961,2241480000,6909.180176,6966.930176,6906.77002,6963.549805,6963.549805,2233460000
5/10/2018,6909.180176,6966.930176,6906.77002,6963.549805,6963.549805,2233460000,6948.870117,6969.299805,6923.609863,6952.560059,6952.560059,2083030000
5/11/2018,6948.870117,6969.299805,6923.609863,6952.560059,6952.560059,2083030000,6977.350098,7008.259766,6954.640137,6964.370117,6964.370117,2075670000
5/14/2018,6977.350098,7008.259766,6954.640137,6964.370117,6964.370117,2075670000,6909.319824,6912.040039,6852.72998,6888.540039,6888.540039,2114040000
5/15/2018,6909.319824,6912.040039,6852.72998,6888.540039,6888.540039,2114040000,6892.890137,6944.540039,6891.649902,6929.970215,6929.970215,2083660000
5/16/2018,6892.890137,6944.540039,6891.649902,6929.970215,6929.970215,2083660000,6905.75,6952.97998,6869.390137,6901.629883,6901.629883,1931700000
5/17/2018,6905.75,6952.97998,6869.390137,6901.629883,6901.629883,1931700000,6876.649902,6897.910156,6857.580078,6866.25,6866.25,1966710000
5/18/2018,6876.649902,6897.910156,6857.580078,6866.25,6866.25,1966710000,6920.319824,6948.27002,6876.350098,6905.529785,6905.529785,1949100000
5/21/2018,6920.319824,6948.27002,6876.350098,6905.529785,6905.529785,1949100000,6934.700195,6947.430176,6883.75,6893.620117,6893.620117,1908280000
5/22/2018,6934.700195,6947.430176,6883.75,6893.620117,6893.620117,1908280000,6847.27002,6954.700195,6846.939941,6953.629883,6953.629883,1980450000
5/23/2018,6847.27002,6954.700195,6846.939941,6953.629883,6953.629883,1980450000,6951.52002,6963.680176,6882.569824,6949.700195,6949.700195,1992460000
5/24/2018,6951.52002,6963.680176,6882.569824,6949.700195,6949.700195,1992460000,6951.470215,6982.52002,6941.850098,6960.919922,6960.919922,1757660000
5/25/2018,6951.470215,6982.52002,6941.850098,6960.919922,6960.919922,1757660000,6928.5,6964.649902,6887.120117,6926.540039,6926.540039,2087370000
5/29/2018,6928.5,6964.649902,6887.120117,6926.540039,6926.540039,2087370000,6955.589844,6987.629883,6938.02002,6976.370117,6976.370117,2049450000
5/30/2018,6955.589844,6987.629883,6938.02002,6976.370117,6976.370117,2049450000,6969.930176,7016.419922,6955.990234,6967.72998,6967.72998,2514610000
5/31/2018,6969.930176,7016.419922,6955.990234,6967.72998,6967.72998,2514610000,7010.080078,7084.839844,7008.02002,7083.930176,7083.930176,2208600000
6/01/2018,7010.080078,7084.839844,7008.02002,7083.930176,7083.930176,2208600000,7099.5,7146.77002,7099.089844,7143.569824,7143.569824,2142790000
6/04/2018,7099.5,7146.77002,7099.089844,7143.569824,7143.569824,2142790000,7162.410156,7179.819824,7137.129883,7166.75,7166.75,2058630000
6/05/2018,7162.410156,7179.819824,7137.129883,7166.75,7166.75,2058630000,7180.240234,7212.450195,7140.919922,7210.080078,7210.080078,2191750000
6/06/2018,7180.240234,7212.450195,7140.919922,7210.080078,7210.080078,2191750000,7212.430176,7212.430176,7115.859863,7152.830078,7152.830078,2328280000
6/07/2018,7212.430176,7212.430176,7115.859863,7152.830078,7152.830078,2328280000,7121.759766,7161.919922,7100.72998,7152.620117,7152.620117,1941580000
6/08/2018,7121.759766,7161.919922,7100.72998,7152.620117,7152.620117,1941580000,7149.649902,7187.450195,7146.089844,7168.47998,7168.47998,1942940000
6/11/2018,7149.649902,7187.450195,7146.089844,7168.47998,7168.47998,1942940000,7181.669922,7214.490234,7173.759766,7209.180176,7209.180176,2006760000
6/12/2018,7181.669922,7214.490234,7173.759766,7209.180176,7209.180176,2006760000,7219.580078,7261.169922,7193.02002,7205.259766,7205.259766,2172770000
6/13/2018,7219.580078,7261.169922,7193.02002,7205.259766,7205.259766,2172770000,7233.700195,7291.310059,7233.700195,7279.589844,7279.589844,2188230000
6/14/2018,7233.700195,7291.310059,7233.700195,7279.589844,7279.589844,2188230000,7245.160156,7268.839844,7220.970215,7255.759766,7255.759766,3043790000
6/15/2018,7245.160156,7268.839844,7220.970215,7255.759766,7255.759766,3043790000,7201.180176,7256.430176,7186.160156,7251.410156,7251.410156,2093950000
6/18/2018,7201.180176,7256.430176,7186.160156,7251.410156,7251.410156,2093950000,7158.799805,7229.990234,7138.02002,7228.040039,7228.040039,2269000000
6/19/2018,7158.799805,7229.990234,7138.02002,7228.040039,7228.040039,2269000000,7264.850098,7309.990234,7256.870117,7280.700195,7280.700195,2305100000
6/20/2018,7264.850098,7309.990234,7256.870117,7280.700195,7280.700195,2305100000,7304.049805,7308.259766,7203.930176,7217.490234,7217.490234,2315880000
6/21/2018,7304.049805,7308.259766,7203.930176,7217.490234,7217.490234,2315880000,7239.720215,7239.75,7177.459961,7197.509766,7197.509766,3928340000
6/22/2018,7239.720215,7239.75,7177.459961,7197.509766,7197.509766,3928340000,7131.049805,7144.290039,6976.959961,7038.169922,7038.169922,2415090000
6/25/2018,7131.049805,7144.290039,6976.959961,7038.169922,7038.169922,2415090000,7061.22998,7108.450195,7040.060059,7068.200195,7068.200195,2058640000
6/26/2018,7061.22998,7108.450195,7040.060059,7068.200195,7068.200195,2058640000,7096.600098,7128.77002,6968.299805,6969.669922,6969.669922,2286430000
6/27/2018,7096.600098,7128.77002,6968.299805,6969.669922,6969.669922,2286430000,6963.370117,7055.25,6950.22998,7031.600098,7031.600098,2195400000
6/28/2018,6963.370117,7055.25,6950.22998,7031.600098,7031.600098,2195400000,7071.490234,7101.830078,7031.399902,7040.799805,7040.799805,2192010000
6/29/2018,7071.490234,7101.830078,7031.399902,7040.799805,7040.799805,2192010000,6979.540039,7099.27002,6969.160156,7097.819824,7097.819824,1767910000
7/02/2018,6979.540039,7099.27002,6969.160156,7097.819824,7097.819824,1767910000,7121.709961,7122.450195,7009.509766,7014.549805,7014.549805,1179310000
7/03/2018,7121.709961,7122.450195,7009.509766,7014.549805,7014.549805,1179310000,7064,7105.540039,7025.25,7101.049805,7101.049805,1745030000
7/05/2018,7064,7105.540039,7025.25,7101.049805,7101.049805,1745030000,7114.169922,7217,7106.100098,7207.330078,7207.330078,1704580000
7/06/2018,7114.169922,7217,7106.100098,7207.330078,7207.330078,1704580000,7251.180176,7277.580078,7221.319824,7276,7276,1837330000
7/09/2018,7251.180176,7277.580078,7221.319824,7276,7276,1837330000,7287.049805,7297.790039,7257.490234,7282.600098,7282.600098,1725210000
7/10/2018,7287.049805,7297.790039,7257.490234,7282.600098,7282.600098,1725210000,7221.660156,7271.120117,7220.22998,7243.97998,7243.97998,1761420000
7/11/2018,7221.660156,7271.120117,7220.22998,7243.97998,7243.97998,1761420000,7276.379883,7368.720215,7274.160156,7366.25,7366.25,1926110000
7/12/2018,7276.379883,7368.720215,7274.160156,7366.25,7366.25,1926110000,7372.279785,7387.740234,7348.959961,7375.819824,7375.819824,1714140000
7/13/2018,7372.279785,7387.740234,7348.959961,7375.819824,7375.819824,1714140000,7381.029785,7390.640137,7346.339844,7357.899902,7357.899902,1730190000
7/16/2018,7381.029785,7390.640137,7346.339844,7357.899902,7357.899902,1730190000,7291.47998,7418.430176,7288.299805,7403.890137,7403.890137,1740680000
7/17/2018,7291.47998,7418.430176,7288.299805,7403.890137,7403.890137,1740680000,7407.25,7411.25,7368.359863,7390.129883,7390.129883,1857670000
7/18/2018,7407.25,7411.25,7368.359863,7390.129883,7390.129883,1857670000,7364.660156,7388.990234,7344.330078,7352.359863,7352.359863,1853030000
7/19/2018,7364.660156,7388.990234,7344.330078,7352.359863,7352.359863,1853030000,7379.129883,7398.589844,7343.370117,7350.22998,7350.22998,1786250000
7/20/2018,7379.129883,7398.589844,7343.370117,7350.22998,7350.22998,1786250000,7335.419922,7376.819824,7301.339844,7371.779785,7371.779785,1654290000
7/23/2018,7335.419922,7376.819824,7301.339844,7371.779785,7371.779785,1654290000,7455.509766,7475.990234,7375.740234,7406.25,7406.25,2014850000
7/24/2018,7455.509766,7475.990234,7375.740234,7406.25,7406.25,2014850000,7406.100098,7511.390137,7405.640137,7508.589844,7508.589844,1899790000
7/25/2018,7406.100098,7511.390137,7405.640137,7508.589844,7508.589844,1899790000,7404.560059,7430.120117,7385.720215,7400.75,7400.75,2213070000
7/26/2018,7404.560059,7430.120117,7385.720215,7400.75,7400.75,2213070000,7443.240234,7443.240234,7255.319824,7296.779785,7296.779785,2176170000
7/27/2018,7443.240234,7443.240234,7255.319824,7296.779785,7296.779785,2176170000,7292.720215,7299.080078,7158.779785,7193.100098,7193.100098,2143410000
